round,numSession,groupInRound,CV,bid1,signal1,bid2,signal2,bid3,signal3,bid4,signal4,OtherHBid,StratWin,subject,treatment,male,age,major,CRT1,CRT2,CRT3,N_s,advice,alpha,belief_other,beta,bid_pref,choice_pref,dRedChosen,dTie,dWin,displayLotto,endowment,epsilon,explain1,explain2,explain3,explain4,groupRandomN,guess,lotteryid,pLotto,partFee,paymentRound,playerInGroup,q1abid65,q1bbid70,q1cbid75,q1dbid80,q1ebid85,randomPrice,sesIDNum,ticket,vLotto,winBid,lowbound,upbound,rrange,fix,euv,smeuv,rec_round,lottoRound,rec_lottoRound,expV,NEcomp,nbid,BEbid,NEbid,BEBF,NEBF,BF,thBF,loss,fixHigh,DeuvH,correctAns,maxbid,lottery,Highprob,Highval,rec_lround,fixsmeuv,Lpayoff,bidofix,lnbidofix,CVsmeuv,CVeuv,CVepsilon,CVfixHigh,CVHighprob,CVHighval,CVHHprobval,lnbid,lnNEbid,lnBEbid,lnnbid,lnfix,lnsignal,lneuv,HHprobval,epsHigh,bidofix100,NEbidofix100,BEbidofix100,CVlnfix,CVlnsignal,nmexpV,NEmnbid,nmexpV2,CVexpV,CVnmexpV,CVnmexpV2,CVepsHigh,CVNEmnbid,countWin,L1loss,L1Lpayoff,L1payoff,payoff,payoff1groupid_in_subsession,payoff1playerid_in_group,payoff1playerphase_one_payoff,payoff1playerphase_two_payoff,payoff1playertotal_payoff_dol,payoff1subsessionround_number,payoffFinal,payoffLotteryType,payoffPartFee,payoffPhaseTwoReal,payoffPlayLotto,payoffPlayerPayoff,payoffRandomChipId,payoffRandomCutoff,payoffRedChips,payoffRound,payoffTaskNum,payoffTotalChips,taskChoice,taskCutoff,taskDieSide,maxV,domnBid,domnBid2,overbid,dmaxVsig,bidofixoeuv,smeuvoeuv,epsilonoeuv,testCV,testCP,Utype,CEnorm,averse,consistency,CEnorm1,CEnorm2,CEnorm3,CEnorm2c,CEnorm3c,RP,CRP,AP,aver1,aver2,aver3,bidhatCV,bidhatCP,sumNGroup,Grrange,GdomnBid,upticket,StratProfit
38,2,4,0,25,66,55,70,54,70,18,72,55,56,22,cp,1,19,DRAMA,5,100,47,4,9,30,"Some people bid more than the ticket was worth, so I couldn't begin to explain that. I suppose they misunderstood the rules.",90,-1,-1,1,0,0,4,12,4,"I kept the credit amounts to whole- or half-dollar increments in most cases. I didn't want to bid more than five dollars, as that would be a large loss. My bid amount ($0.50-$4.50) was based on the probability of a successful lottery ticket.",$1.50 is a manageable loss and 25 credits aren't worth a big risk.,"It's the middle of the road choice. I have a guaranteed probability, and my minimum possible win (6) and maximum possible win (90) are both respectable.",I am utilizing the same reasoning I used above.,15,0,1,69,10,,3,18,18,21,21,24,,10,60,60,55,34,86,1,60,60,12,.02631579,8,.125,36,8.9644745e-09,43.200001,41.759998,40.799999,-23.759998,-22.799999,-25.200001,2.4000015,0,1,1,2,60,0,1,1,.125,12,0,.30000001,-1.2039728,0,0,0,0,0,0,,2.8903718,3.7086821,3.7319388,3.7658405,4.0943446,4.2766662,4.0943446,1,0,30.000002,68,69.599998,0,0,7.2000008,-2.4000015,51.840012,0,0,0,0,0,6,0,0,0,0,1,10,0,0,22,1,12,1,22,0,1,0,14,27,15,58,4,30,,,,60,0,0,-42,-12,.0050000004,.2,.06666667,68.391304,38.362881,,,,,.66333336,.056666672,-.21666664,,,.33666664,.056666672,-.21666664,1,1,1,68.391304,38.362881,4,1,1,.69599998,40.759998
39,2,2,0,0,56,10,57,50,57,25,60,50,51,20,cp,1,22,Management of Technology,10,100,47,4,10,30,"bid the highest, even if it was higher than the lottery outcome",90,-1,-1,1,0,0,4,12,4,I gain the most if i win and lose the least if i lose,Because if i lose the lottery then i get less negative credits and if i win i get maximum positive credits,0-75% probability is way better than a range between 60 and 90,0-75% probability is way better than a range between 60 and 90,66,10,1,56,10,,4,25,24,25,35,19,,8,0,60,50,34,86,1,60,60,0,.025641026,9,.11111111,36,3.6165270e-06,36,34.560001,33.600002,-9.5600014,-8.6000023,-11,2.3999977,0,1,1,1,60,0,1,1,.11111111,0,0,.41666666,-.87546879,0,0,0,0,0,0,,3.2188759,3.5145261,3.542697,3.583519,4.0943446,4.0943446,4.0943446,1,0,41.666664,56.000004,57.600002,0,0,0,-2.3999977,0,0,0,0,0,0,21,0,0,0,0,1,8,0,150,28.25,1,18,3,28,150,1,0,9,79,23,14,6,30,,,,60,1,1,-35,0,.0069444445,0,.06666667,57.068253,30,,,,,1.5966667,.063333392,.10166669,,,-.59666669,.063333392,.10166669,-1,1,1,57.068253,30,4,1,1,.57600003,33.560001
39,6,2,0,35,67,27,68,32,70,20,71,35,36,101,cp,1,18,Business,5,5,47,4,0,30,No idea,90,-1,-1,1,0,0,4,12,4,Valuation,"High risk, low reward",Smaller chance of losing money,See above,70,0,3,70,10,,3,15,15,15,20,20,,10,40,40,35,34,86,1,40,60,11,.025641026,9,.11111111,24,1.4779920e-08,28.4,27.440001,26.799999,-7.4400005,-6.7999992,-8.3999996,1.6000004,0,0,1,3,60,0,1,0,.11111111,0,0,.5,-.69314718,0,0,0,0,0,0,,2.9957323,3.2884018,3.3120017,3.3463891,3.6888795,4.2626801,4.0943446,0,0,50,67,68.599998,0,0,4.3999996,-1.6000004,19.359997,0,0,0,0,0,1,0,0,0,0,1,10,0,88,25.666666,1,16,3,26,0,0,0,2,88,11,65,3,20,,,,40,0,0,-20,-31,.0083333338,.18333334,.06666667,49.822407,25.341091,,,,,.68333334,.33333331,.48333335,,,.31666666,.33333331,.48333335,1,1,1,49.822407,25.341091,4,1,1,.68599999,26.440001
40,2,4,0,0,46,5,46,25,50,0,52,25,26,14,cp,1,21,economics,5,5,47,4,0,30,I honestly could not guess. People were bidding 100 when payoff was 60 max.,90,1,1,1,0,0,4,12,4,"I bid 0 for everything in the experiment after a certain point as it became clear that the others in the experiment weren't bidding according to EV. People were bidding in excess of the maximum payoff a lot of the time and losing credits in all situations, so it got to the point where I thought it was better to take the guaranteed payoff from the endowments and leave with ~$20.",It's close to the EV of the lower bound,Higher potential returns,Higher potential returns.,45,0,1,50,10,,1,0,0,0,0,0,,2,60,60,25,34,86,1,60,60,-8,.025,10,.1,36,.00019745568,31.200001,29.76,28.800119,-29.76,-28.800119,-31.200001,2.3998814,0,1,1,3,60,0,1,1,.1,-8,0,0,,0,0,0,0,0,0,,-4.6051702,3.3603795,3.3931651,3.440418,4.0943446,3.9512436,4.0943446,1,0,0,48.000198,49.599998,0,0,-4.7999992,-2.3998814,23.039993,0,0,0,0,0,0,0,0,0,0,1,2,0,52,24.166666,1,14,2,24,0,0,0,18,52,22,44,5,30,,,,60,0,0,-60,8,0,-.13333334,.06666667,48.548954,24.70863,,,,,1.0033333,.37333333,.935,,,-.0033333302,.37333333,.935,-1,1,1,48.548954,24.70863,4,1,1,.49599999,28.76
40,6,4,0,34,73,30,73,20,74,38,75,34,35,100,cp,1,25,public health,10,5,4,4,0,30,they bids were so random i have no idea...,90,-1,-1,1,0,1,4,12,4,"its better to be sure that you win the bid if your probablity is high and make small gains, instead of trying to make big gains on low probablities and loosing a lot of money when the lottery is 0",more liekly to not play the lottery and loose money,higher chance,higher chance,43,0,3,77,10,,2,50,60,70,70,80,,9,40,40,38,34,86,1,40,60,15,.025,10,.1,24,2.0002446e-09,30,29.040001,28.4,8.9599991,9.6000004,8,1.6000004,0,0,1,1,60,0,1,0,.1,0,0,.94999999,-.051293306,0,0,0,0,0,0,,3.6375861,3.3463891,3.3686743,3.4011974,3.6888795,4.3174882,4.0943446,0,0,95,71,72.600006,0,0,6,-1.6000004,36,0,0,0,0,0,10,0,0,0,2,1,9,0,0,22,1,12,2,22,0,1,0,18,33,20,21,2,20,,,,40,0,0,-2,-35,.015833333,.25,.06666667,52.252338,27.224737,,,,,1.2316667,-.040000021,.035000026,,,-.23166668,-.040000021,.035000026,-1,1,1,52.252338,27.224737,4,1,1,.72600001,28.040001
46,4,1,0,30,61,25,65,30,66,27,68,30,31,71,cp,1,21,psychology,5,1,1,4,8,30,"Most people bet far too much not realizing that their bet was subtracted from their potential reward so even if they ""won"" they lost money.",90,0,0,1,0,0,5,12,4,I calculated expected gain by multiplying the potential reward by the probability of getting that reward in the lottery and then bet that exact amount.,"same strategy as before calculate expected value, then bet that amount. 25*0.28= 7.5 which is rounded up to 8.",Ev is the same.,Both are difficult to determine an exact amount to bet for differing reasons.,8,28,3,64,10,,2,49,53,56,56,64,,20,40,40,30,34,86,1,40,60,8,.021739131,6,.16666667,24,6.6239004e-08,27.200001,26.24,25.6,.76000023,1.3999996,-.20000076,1.6000004,0,0,1,1,60,0,1,0,.16666667,0,0,.67500001,-.39304256,0,0,0,0,0,0,,3.2958369,3.2425923,3.2672849,3.3032169,3.6888795,4.2195077,4.0943446,0,0,67.5,64,65.599998,0,0,3.2000008,-1.6000004,10.240005,0,0,0,0,0,19,0,0,0,0,1,20,0,0,22,1,12,2,22,0,1,0,3,42,14,6,2,20,,,,40,1,0,-13,-28,.01125,.13333334,.06666667,47.943321,23.944914,,,,,1,0,0,,,0,0,0,0,1,1,47.943321,23.944914,4,1,1,.65600002,25.24
48,4,4,0,0,50,15,57,20,57,23,57,23,24,71,cp,1,21,psychology,5,1,1,4,8,30,"Most people bet far too much not realizing that their bet was subtracted from their potential reward so even if they ""won"" they lost money.",90,0,0,1,0,1,5,12,4,I calculated expected gain by multiplying the potential reward by the probability of getting that reward in the lottery and then bet that exact amount.,"same strategy as before calculate expected value, then bet that amount. 25*0.28= 7.5 which is rounded up to 8.",Ev is the same.,Both are difficult to determine an exact amount to bet for differing reasons.,99,28,3,54,10,,2,49,53,56,56,64,,20,0,40,23,34,86,1,40,60,-3,.020833334,8,.125,24,.000016208151,22.799999,21.84,21.200006,1.1599998,1.7999935,.20000076,1.5999928,1,0,1,1,60,0,1,0,.125,0,-23,.57499999,-.55338526,0,0,0,0,0,0,,3.1354942,3.0540016,3.0837431,3.1267605,3.6888795,4.0430512,4.0943446,0,0,57.5,53.000015,54.599998,0,0,-1.2000008,-1.5999928,1.4400018,0,0,0,0,0,19,0,0,0,-23,1,20,0,0,22,1,12,2,22,0,1,0,3,42,14,6,2,20,,,,40,1,0,-17,-17,.0095833335,-.050000001,.06666667,40.63802,18.947008,,,,,1,0,0,,,0,0,0,0,1,1,40.63802,18.947008,4,1,1,.546,20.84
56,4,5,0,6,14,0,15,5,15,0,15,6,7,52,cp,0,20,Politics,5,100,5,4,0,10,"Many times, someone in my group bid more than the actual prize was, which made no sense because at BEST (if they win and the payoff doesn't end up being 0), they still lose money.",70,-1,-1,0,0,0,6,12,4,"Generally, when the probability was below 50%, I bet 0 to avoid having the payoff be 0 and losing money. If it was above 50%, I bet 20 to avoid losing too much money if the payoff still ended up being 0.","Since the probability is below 50%, there is a higher chance that the payoff could be 0 than the actual prize, so I would advise the participant to not risk losing any of their money.",It was easier to interpret the bets.,It was easier to interpret the bids.,16,0,2,13,10,,1,20,20,20,20,25,,1,0,40,6,14,66,1,40,40,-25,.017857144,6,.16666667,16,.97044903,6,5.04,4.7881794,-5.04,-4.7881794,-6,1.2118206,0,0,0,1,60,0,0,0,.16666667,0,0,0,,0,0,0,0,0,0,,-4.6051702,1.5661503,1.6174061,1.7917595,3.6888795,2.7080503,3.6888795,0,0,0,11.970448,12.6,0,0,-10,-1.2118206,100,0,0,0,0,0,3,0,0,0,0,1,1,0,65,24.708334,1,15,1,25,0,0,0,18,65,10,74,1,20,,,,40,0,0,-40,25,0,-.625,.1,14.077883,2.9822536,,,,,.68000001,-.14833331,-.11999997,,,.31999999,-.14833331,-.11999997,1,1,1,14.077883,2.9822536,4,1,1,.126,4.04
68,4,1,0,10,21,7,22,11,23,5,24,11,12,67,cp,0,22,finance,5,2000,25,4,11,10,"higher than expected payoff I think, sometimes highest bid so high.",70,0,0,0,0,0,7,12,4,"With higher probability, I will choose higher bid, but not higher than value.","higher probability, not the same selected prob, so carefully",similar expected value,similar expected value,54,10,4,25,10,,4,35,40,41,43,46,,16,0,60,11,14,66,1,60,40,-16,.014705882,8,.125,24,.010780715,14.4,12.96,12.006469,-7.96,-7.0064688,-9.3999996,2.3935308,0,1,0,1,60,0,0,1,.125,-16,0,.083333336,-2.4849067,0,0,0,0,0,0,,1.6094379,2.4854455,2.5618677,2.6672282,4.0943446,3.1780539,3.6888795,0,0,8.333334,20.01078,21.6,0,0,-9.6000004,-2.3935308,92.160004,0,0,0,0,0,2,0,0,0,0,1,16,0,0,22,1,12,1,22,0,1,0,23,54,15,57,4,30,,,,60,0,0,-55,36,.0020833334,-.40000001,.1,22.641207,9.5594711,,,,,.98666668,-.016666651,-.011666656,,,.013333321,-.016666651,-.011666656,1,1,1,22.641207,9.5594711,4,1,1,.21600001,11.96
79,4,2,0,32,71,0,74,21,75,46,76,32,33,71,cp,1,21,psychology,5,1,1,4,8,30,"Most people bet far too much not realizing that their bet was subtracted from their potential reward so even if they ""won"" they lost money.",90,0,0,1,0,1,8,12,4,I calculated expected gain by multiplying the potential reward by the probability of getting that reward in the lottery and then bet that exact amount.,"same strategy as before calculate expected value, then bet that amount. 25*0.28= 7.5 which is rounded up to 8.",Ev is the same.,Both are difficult to determine an exact amount to bet for differing reasons.,1,28,1,74,10,,3,49,53,56,56,64,,20,60,60,46,34,86,1,60,60,16,.012658228,9,.11111111,36,1.2132096e-09,45.599998,44.16,43.200001,1.8400002,2.7999992,.40000153,2.3999977,0,1,1,1,60,0,1,1,.11111111,16,0,.76666665,-.2657032,0,0,0,0,0,0,,3.8286414,3.7658405,3.7878194,3.8199077,4.0943446,4.3307333,4.0943446,1,0,76.666664,72,73.599998,0,0,9.5999985,-2.3999977,92.159973,0,0,0,0,0,19,0,0,23,14,1,20,0,0,22,1,12,2,22,0,1,0,3,42,14,6,2,20,,,,60,1,0,-14,-16,.012777777,.26666668,.06666667,71.777306,41.264038,,,,,1,0,0,,,0,0,0,0,1,1,71.777306,41.264038,4,1,1,.736,43.16
80,4,4,0,33,62,15,65,10,65,20,66,33,34,56,cp,0,20,Politics,5,5,47,4,10,30,Always bidding the highest number,90,1,-1,1,0,0,8,12,4,"I weighed the probability with the potential value, as well as considering how much I was risking to lose in comparison to how much I would actually get at the end based on my bet","I would advise them to bid low because the value is likely 0 and even if the value is 25, a return of less than 15 is not high enough to be worth the risk of losing that many credits",In a lottery I think certainty in probability is most important rather than value,I'd rather have that range of p be uncertain than the v be uncertain because v affects my decision more,12,0,1,65,10,,1,25,30,35,35,40,,5,60,60,33,34,86,1,60,60,6,.0125,10,.1,36,1.8005628e-07,39.599998,38.16,37.200001,-18.16,-17.200001,-19.599998,2.3999977,0,1,1,3,60,0,1,1,.1,6,0,.33333334,-1.0986123,0,0,0,0,0,0,,2.9957323,3.6163087,3.6417878,3.6788292,4.0943446,4.1896548,4.0943446,1,0,33.333336,62,63.599998,0,0,3.5999985,-2.3999977,12.959989,0,0,0,0,0,6,0,0,0,0,1,5,8,100,27.166666,1,17,3,27,100,1,0,9,28,11,49,3,20,,,,60,0,0,-40,-6,.0055555557,.1,.06666667,62.948238,34.117577,,,,,1.4166667,.23333335,.10000002,,,-.41666675,.23333335,.10000002,-1,1,1,62.948238,34.117577,4,1,1,.63599998,37.16
1,5,4,1,19,16,5,17,25,23,14,23,19,20,86,cv,0,21,econ,50,100,0,4,0,10,0,70,0,0,0,0,1,1,12,4,"more than often the lottery  is 0, so anyways the chances of losing too high",0,0,0,78,0,4,60,10,37,3,0,0,0,0,0,,15,0,19,25,14,66,1,60,40,-17,1,1,1,24,.017774394,13.8,12.36,11.410665,12.64,13.589335,11.2,2.3893356,1,1,0,0,,0,1,0,1,-17,-25,.41666666,-.87546879,-17,40,4,1,1,0,,3.2188759,2.4345484,2.5144653,2.6246686,4.0943446,3.1354942,3.6888795,0,0,41.666664,19.017775,20.599998,4.0943446,3.1354942,-10.2,-2.3893356,104.03999,24,-10.2,104.03999,0,-2.3893356,3,,,,-25,1,15,0,0,22,1,12,1,22,0,1,0,16,64,15,37,4,30,,,,70,0,0,-45,47,.010416666,-.42500001,.1,21.43638,8.9443789,,,,,1.4083333,.29833335,.36833334,,,-.4083333,.29833335,.36833334,-1,1,1,21.43638,8.9443789,4,1,1,.206,11.36
3,5,4,1,18,20,22,20,25,23,32,24,25,26,72,cv,0,25,computer science,50,5,24,4,12,10,they bid high compared to selected value,70,1,1,1,0,1,1,12,4,"i always select bid that is just below selected value range .If the probability is high , then i would bet more. Finally, i will always make sure i get positive credits at last even i won",There is less probability to get selected value. So always bid less number,Likely i will get selected value,likely to get selected value,45,0,4,60,10,,1,60,60,70,75,80,,1,23,23,32,14,66,1,60,40,-16,.33333334,3,.33333334,24,.010780715,14.4,12.96,12.006469,19.040001,19.99353,17.6,2.3935308,1,1,0,1,,0,1,0,.33333334,-16,-9,.53333336,-.62860858,-16,40,4,1,1,0,,3.4657359,2.4854455,2.5618677,2.6672282,4.0943446,3.1780539,3.6888795,0,0,53.333336,20.01078,21.6,4.0943446,3.1780539,-9.6000004,-2.3935308,92.160004,24,-9.6000004,92.160004,0,-2.3935308,28,1,-9,-9,-9,1,1,1,91,25.916666,1,16,3,26,0,0,0,13,91,23,72,6,30,,,,70,0,0,-38,46,.013333334,-.40000001,.1,22.641207,9.5594711,,,,,.38333336,-.053333327,-.049999997,,,.61666667,-.053333327,-.049999997,1,1,1,22.641207,9.5594711,4,1,1,.21600001,11.96
4,5,3,1,44,50,47,50,47,51,50,53,47,48,83,cv,0,23,Public Policy,5,20,12,4,0,10,I think most people bid around the signal - to hope that they would be the highest bid,70,0,0,0,0,1,1,12,4,"I chose 0 for all because the loss is bigger for such a small gain (if in case that I do bet the highest) because what I bet is deducted from the payoff. So I thought it would be better to get 0 and keep my endowment than to bet and risk for such a small payoff, which would be most likely less than a dollar.",Same reasoning as before. I think it's better to get the whole $12 endowment than to risk for that extra dollar I MIGHT get when I bid the highest. The risk is too high for what I could gain in return in the case that I bid the highest,"I don't care because regardless of lottery A or B, the risk would still be high because everyone will be voting to be the highest bid, therefore, unless people don't vote with that mindset, my risk would be higher than what I COULD/MIGHT get, in the case that I am the highest bidder.",Same as above,95,0,4,60,10,,2,0,0,0,0,0,,12,0,49,50,14,66,1,60,40,13,.25,4,.25,24,5.4372284e-09,31.799999,30.360001,29.4,19.639999,20.6,18.200001,2.3999996,1,1,0,1,,0,1,0,.25,13,-50,.83333331,-.18232158,13,40,4,1,1,0,,3.9120231,3.3809946,3.413126,3.4594662,4.0943446,3.9702919,3.6888795,0,0,83.333328,49,50.600002,4.0943446,3.9702919,7.7999992,-2.3999996,60.839989,24,7.7999992,60.839989,0,-2.3999996,8,0,0,0,-50,1,12,0,142,27.916666,1,18,1,28,0,0,0,18,142,15,29,4,30,,,,70,0,0,-20,17,.020833332,.32499999,.1,52.626713,28.995047,,,,,1.2533333,-.050000012,.11333331,,,-.25333333,-.050000012,.11333331,-1,1,1,52.626713,28.995047,4,1,1,.50599998,29.360001
5,5,3,1,50,46,10,47,46,47,45,48,50,51,79,cv,1,22,Computer Science,5,5,36,4,10,10,Same as me. I noticed a lot of rounds where people bid well below the range of that round and made handsome profits.,70,-1,-1,1,0,0,1,12,4,"Since it is highly likely that the lottery will reward me with something, I try to maximize my winnings by spending as little as possible on buying the ticket so that my profit is maximized.","I would play it safe as it is less likely that this ticket would yield rewards. And in the off chance, I win the auction, I would be minimizing my loss.","Higher reward and playing with the same strategy as suggested, would help win greater profits.",Same as above.,48,10,4,60,10,,3,61,66,71,76,81,,8,47,47,50,14,66,1,60,40,8,.2,5,.2,24,6.6239004e-08,28.799999,27.360001,26.4,17.639999,18.6,16.200001,2.3999996,0,1,0,2,,0,1,0,.2,8,0,.75,-.28768209,8,40,4,1,1,0,,3.8066626,3.2733641,3.309082,3.3603754,4.0943446,3.871201,3.6888795,0,0,75,44,45.600002,4.0943446,3.871201,4.7999992,-2.3999996,23.039993,24,4.7999992,23.039993,0,-2.3999996,20,0,0,0,0,1,8,7,150,29.125,1,19,1,29,150,1,0,10,74,15,37,4,30,,,,70,0,0,-25,22,.018750001,.2,.1,48.181839,25.430685,,,,,1.2,0,0,,,-.20000005,0,0,-1,1,1,48.181839,25.430685,4,1,1,.456,26.360001
5,5,5,1,47,51,0,52,31,52,1,55,47,48,81,cv,1,22,Physics,5,100,14,4,0,10,I think that people bet really high when the probability was 60 percent or higher. I was a bit surprised by how high people bet because the reward was often lower than their bids in many of the auctions. I do not think that was wise at all. That kind of a bid is just a sure ticket to losing money.,70,0,0,0,0,0,1,12,4,"I'm not willing to lose any more than half the reward price. The rewards are pretty high in these signals and so is the probability, and that is the reason why I'm even willing to lose some money from my endowment in these bets. However, if the percentage was 40 % or even 60%, I would bet 0 or 1, because I would rather keep all of my endowment. It is not worth it for me to bet any amount in these  cases.",It is simply not worth it for this participant to bid a high number in this scenario. The most they can earn is 4 dollars and with a 1/4 probability. That is not a scenario worth betting those 4 dollars on. I would rather that they keep their full endowment.,"I don't instantly view any of them to be more beneficial. I could get 90 percent probability in one, but 60 percent in another for Lottery B. In Lottery A, I get 75 percent for sure. I think what approach people will take will depend on a person's outlook - whether they're a risk taker or someone who plays it safe.","As mentioned above, I don't see the immediate merit of one over the other.",85,28,4,60,10,,4,30,35,35,38,40,,10,0,54,47,14,66,1,60,40,15,.2,5,.2,24,2.0002446e-09,33,31.559999,30.6,-30.559999,-29.6,-32,2.3999996,0,1,0,1,,0,1,0,.2,15,0,.016666668,-4.0943446,15,40,4,1,1,0,,0,3.421,3.4518905,3.4965076,4.0943446,4.0073333,3.6888795,0,0,1.6666667,51,52.599998,4.0943446,4.0073333,9,-2.3999996,81,24,9,81,0,-2.3999996,1,0,0,0,0,1,10,0,85,25.541666,1,16,3,26,0,0,0,26,85,23,14,6,30,,,,70,0,0,-69,15,.00041666668,.375,.1,54.31971,30.445625,,,,,1.3,-.055000007,.30000001,,,-.29999995,-.055000007,.30000001,-1,1,1,54.31971,30.445625,4,1,1,.52599996,30.559999
6,1,3,1,54,57,0,60,62,61,58,62,62,63,3,cv,0,20,public policy,5,5,47,4,26,30,idk,90,1,0,1,0,0,1,12,4,in this example there is a high probability that the lottery will result favourably so i want to bid high enough to win but not too high. In the actual experiment the chance was always pretty low so i didnt want to bet high at all,I'd rather get a payoff of zero than a negative payoff,no,"i did that in the experiment, no additional thinking required",24,24,3,40,10,,1,69,74,75,80,86,,3,61,61,62,34,86,1,40,60,2,.16666667,6,.16666667,24,1.3304459e-06,24.799999,23.84,23.200001,34.16,34.799999,33.200001,1.5999985,0,0,1,3,,0,0,1,.16666667,0,0,1.45,.37156358,2,60,4,0,0,1,,4.0604429,3.1441524,3.1713648,3.2108436,3.6888795,4.1271343,4.0943446,0,0,145,58,59.600002,3.6888795,4.1271343,.79999924,-1.5999985,.63999879,24,.79999924,.63999879,0,-1.5999985,31,0,0,0,0,1,3,0,138,27.75,1,18,1,28,150,0,0,10,138,15,77,4,30,,,,90,0,0,-32,28,.024166668,.033333335,.06666667,44.039513,21.195129,,,,,.95500004,-.093333334,.26833335,,,.044999957,-.093333334,.26833335,1,1,1,44.039513,21.195129,4,1,1,.59600002,22.84
7,5,5,1,52,53,54,54,50,57,59,60,54,55,78,cv,1,21,Computer Science,5,5,47,4,1,10,Other people bid somewhere close to the median of the range given,70,1,1,1,0,1,1,12,4,"Since there's no benefit of winning the lottery and a chance of getting a negative earning, I chose 1 to avoid any chance of winning.",Avoid the possibility of negative earning and choose 1. Winning gets you almost no earning.,There's more certainty in it,"Again, I know the chance is certain",33,1,4,60,10,,2,1,1,1,1,1,,7,56,56,59,14,66,1,60,40,20,.14285715,7,.14285715,24,1.6419008e-10,36,34.560001,33.599998,24.439999,25.400002,23,2.4000015,1,1,0,3,,0,1,0,.14285715,20,-3,.98333335,-.016807102,20,40,4,1,1,0,,4.0775375,3.5145261,3.542697,3.583519,4.0943446,4.0943446,3.6888795,0,0,98.333336,55.999996,57.600002,4.0943446,4.0943446,12,-2.4000015,144,24,12,144,0,-2.4000015,15,1,-37,-37,-3,1,7,0,140,27.833334,1,18,3,28,0,0,0,20,140,23,62,6,30,,,,70,1,0,-11,10,.024583334,.5,.1,58.339802,34.134159,,,,,.96000004,-.029999971,.045000017,,,.039999962,-.029999971,.045000017,1,1,1,58.339802,34.134159,4,1,1,.57600003,33.560001
8,5,1,1,49,48,51,54,50,55,57,56,51,52,90,cv,1,20,public policy,10,5,47,4,26,10,minimising,70,-1,-1,1,0,1,1,12,4,to maximise chances to win a good lottery,To minimse chance to win a bad lottery,seems more probable to win more,seems more probable to win more,80,24,4,60,10,,1,69,74,79,82,88,,19,0,52,57,14,66,1,60,40,16,.125,8,.125,24,1.2132096e-09,33.599998,32.16,31.200001,24.84,25.799999,23.400002,2.3999977,1,1,0,2,,0,1,0,.125,16,-57,.94999999,-.051293306,16,40,4,1,1,0,,4.0430512,3.440418,3.4707234,3.5145261,4.0943446,4.0253515,3.6888795,0,0,95,52,53.599998,4.0943446,4.0253515,9.5999985,-2.3999977,92.159973,24,9.5999985,92.159973,0,-2.3999977,31,0,0,0,-57,1,19,-1,100,26.041666,1,16,3,26,100,1,0,2,36,11,4,3,20,,,,70,1,0,-13,14,.02375,.40000001,.1,55.148006,31.176237,,,,,1.25,-.069999993,-.064999998,,,-.25,-.069999993,-.064999998,-1,1,1,55.148006,31.176237,4,1,1,.53600001,31.16
8,5,3,1,26,25,1,31,34,33,25,33,34,35,79,cv,1,22,Computer Science,5,5,36,4,10,10,Same as me. I noticed a lot of rounds where people bid well below the range of that round and made handsome profits.,70,-1,-1,1,0,1,1,12,4,"Since it is highly likely that the lottery will reward me with something, I try to maximize my winnings by spending as little as possible on buying the ticket so that my profit is maximized.","I would play it safe as it is less likely that this ticket would yield rewards. And in the off chance, I win the auction, I would be minimizing my loss.","Higher reward and playing with the same strategy as suggested, would help win greater profits.",Same as above.,2,10,4,60,10,,3,61,66,71,76,81,,8,29,29,34,14,66,1,60,40,-7,.125,8,.125,24,.00011976292,19.799999,18.360001,17.400072,15.639999,16.599928,14.200001,2.3999271,1,1,0,2,,0,1,0,.125,-7,-5,.56666666,-.56798404,-7,40,4,1,1,0,,3.5263605,2.8564744,2.9101744,2.985682,4.0943446,3.4965076,3.6888795,0,0,56.666668,29.00012,30.6,4.0943446,3.4965076,-4.2000008,-2.3999271,17.640007,24,-4.2000008,17.640007,0,-2.3999271,20,0,0,0,-5,1,8,7,150,29.125,1,19,1,29,150,1,0,10,74,15,37,4,30,,,,70,0,0,-36,37,.014166666,-.175,.1,33.026955,15.269816,,,,,1.2,0,0,,,-.20000005,0,0,-1,1,1,33.026955,15.269816,4,1,1,.30600002,17.360001
